요일구분,호선,역번호,출발역,상하구분,5시30분,6시00분,6시30분,7시00분,7시30분,8시00분,8시30분,9시00분,9시30분,10시00분,10시30분,11시00분,11시30분,12시00분,12시30분,13시00분,13시30분,14시00분,14시30분,15시00분,15시30분,16시00분,16시30분,17시00분,17시30분,18시00분,18시30분,19시00분,19시30분,20시00분,20시30분,21시00분,21시30분,22시00분,22시30분,23시00분,23시30분,00시00분,00시30분
일요일,1,150,서울역,상선,3.0,12.0,11.0,7.0,6.0,9.0,12.0,16.0,25.0,43.0,35.0,38.0,47.0,39.0,41.0,42.0,44.0,46.0,35.0,38.0,36.0,24.0,30.0,17.0,18.0,14.0,13.0,18.0,18.0,21.0,21.0,21.0,14.0,13.0,16.0,18.0,11.0,18.0,
일요일,1,150,서울역,하선,3.0,8.0,6.0,4.0,5.0,7.0,8.0,10.0,15.0,29.0,22.0,25.0,27.0,28.0,39.0,38.0,41.0,51.0,51.0,51.0,46.0,41.0,39.0,29.0,28.0,27.0,20.0,31.0,27.0,41.0,33.0,30.0,25.0,20.0,19.0,17.0,11.0,10.0,
일요일,1,151,시청,상선,3.0,24.0,10.0,7.0,5.0,8.0,11.0,15.0,24.0,35.0,34.0,31.0,44.0,35.0,41.0,41.0,42.0,44.0,36.0,38.0,36.0,25.0,30.0,19.0,18.0,15.0,14.0,18.0,19.0,24.0,23.0,22.0,16.0,15.0,18.0,22.0,16.0,25.0,
일요일,1,151,시청,하선,4.0,9.0,6.0,5.0,5.0,7.0,8.0,11.0,16.0,28.0,21.0,25.0,26.0,30.0,35.0,37.0,41.0,53.0,51.0,49.0,47.0,38.0,38.0,28.0,26.0,24.0,17.0,29.0,25.0,35.0,27.0,23.0,19.0,15.0,13.0,12.0,8.0,5.0,
일요일,1,152,종각,상선,3.0,9.0,9.0,7.0,5.0,12.0,10.0,14.0,21.0,32.0,30.0,29.0,39.0,33.0,38.0,38.0,40.0,43.0,36.0,37.0,37.0,25.0,31.0,21.0,18.0,17.0,14.0,19.0,22.0,26.0,24.0,24.0,19.0,17.0,19.0,24.0,16.0,25.0,
일요일,1,152,종각,하선,4.0,9.0,6.0,6.0,5.0,7.0,9.0,13.0,16.0,28.0,24.0,25.0,30.0,31.0,37.0,37.0,40.0,51.0,49.0,51.0,45.0,36.0,35.0,26.0,26.0,22.0,17.0,25.0,23.0,30.0,23.0,21.0,17.0,13.0,11.0,11.0,7.0,2.0,
일요일,1,153,종로3가,상선,3.0,11.0,10.0,7.0,5.0,7.0,10.0,13.0,19.0,43.0,28.0,31.0,39.0,35.0,41.0,42.0,35.0,49.0,39.0,41.0,40.0,28.0,31.0,25.0,18.0,20.0,16.0,20.0,24.0,29.0,28.0,28.0,22.0,20.0,21.0,28.0,20.0,25.0,
일요일,1,153,종로3가,하선,4.0,9.0,7.0,6.0,7.0,7.0,10.0,13.0,18.0,29.0,27.0,26.0,32.0,32.0,38.0,40.0,41.0,51.0,49.0,50.0,44.0,34.0,34.0,25.0,24.0,18.0,15.0,20.0,20.0,25.0,19.0,17.0,13.0,11.0,9.0,9.0,7.0,2.0,
일요일,1,154,종로5가,상선,3.0,9.0,9.0,7.0,5.0,7.0,10.0,12.0,18.0,32.0,25.0,30.0,32.0,39.0,37.0,40.0,32.0,49.0,38.0,42.0,37.0,28.0,31.0,24.0,18.0,20.0,17.0,20.0,23.0,29.0,29.0,29.0,21.0,20.0,21.0,28.0,20.0,22.0,
일요일,1,154,종로5가,하선,5.0,9.0,7.0,7.0,8.0,8.0,12.0,13.0,25.0,34.0,31.0,32.0,36.0,35.0,52.0,44.0,47.0,59.0,54.0,53.0,50.0,33.0,39.0,26.0,26.0,17.0,14.0,20.0,19.0,21.0,18.0,16.0,11.0,10.0,8.0,9.0,5.0,0.0,
일요일,1,155,동대문,상선,3.0,8.0,10.0,6.0,5.0,7.0,9.0,13.0,16.0,28.0,22.0,29.0,31.0,32.0,34.0,38.0,38.0,54.0,42.0,41.0,36.0,33.0,31.0,25.0,18.0,21.0,17.0,20.0,23.0,30.0,28.0,29.0,23.0,20.0,22.0,26.0,21.0,25.0,
일요일,1,155,동대문,하선,5.0,9.0,7.0,6.0,9.0,8.0,12.0,14.0,25.0,34.0,31.0,32.0,35.0,36.0,51.0,43.0,47.0,56.0,50.0,46.0,47.0,29.0,35.0,24.0,24.0,16.0,12.0,19.0,17.0,20.0,17.0,15.0,10.0,9.0,7.0,8.0,5.0,0.0,
일요일,1,156,신설동,상선,4.0,7.0,9.0,5.0,4.0,6.0,8.0,10.0,13.0,19.0,16.0,20.0,21.0,24.0,27.0,32.0,31.0,40.0,36.0,38.0,40.0,27.0,25.0,27.0,19.0,20.0,19.0,21.0,20.0,32.0,22.0,24.0,19.0,25.0,20.0,20.0,17.0,35.0,
일요일,1,156,신설동,하선,7.0,15.0,10.0,7.0,8.0,12.0,10.0,15.0,21.0,37.0,31.0,34.0,31.0,35.0,46.0,32.0,41.0,46.0,46.0,38.0,33.0,24.0,30.0,21.0,18.0,14.0,11.0,15.0,15.0,20.0,15.0,13.0,8.0,7.0,7.0,7.0,7.0,0.0,
일요일,1,157,제기동,상선,4.0,7.0,7.0,6.0,4.0,5.0,8.0,8.0,11.0,15.0,13.0,15.0,17.0,18.0,22.0,27.0,26.0,33.0,32.0,30.0,38.0,25.0,24.0,26.0,18.0,17.0,16.0,21.0,19.0,41.0,22.0,23.0,18.0,21.0,22.0,17.0,17.0,32.0,
일요일,1,157,제기동,하선,7.0,13.0,7.0,7.0,8.0,11.0,12.0,14.0,20.0,39.0,28.0,31.0,32.0,32.0,45.0,31.0,38.0,43.0,43.0,36.0,31.0,23.0,28.0,20.0,17.0,12.0,10.0,14.0,15.0,19.0,14.0,13.0,8.0,7.0,7.0,8.0,5.0,0.0,
일요일,1,158,청량리,상선,3.0,5.0,5.0,4.0,3.0,5.0,7.0,6.0,9.0,11.0,11.0,10.0,13.0,15.0,17.0,20.0,22.0,26.0,26.0,25.0,37.0,23.0,22.0,21.0,16.0,15.0,14.0,19.0,17.0,26.0,22.0,22.0,16.0,27.0,20.0,16.0,16.0,25.0,
일요일,1,158,청량리,하선,7.0,13.0,7.0,7.0,8.0,9.0,12.0,14.0,20.0,38.0,22.0,30.0,34.0,30.0,37.0,32.0,36.0,40.0,30.0,33.0,27.0,21.0,23.0,21.0,15.0,10.0,10.0,11.0,14.0,18.0,13.0,12.0,8.0,6.0,7.0,8.0,7.0,0.0,
일요일,1,159,동묘앞,상선,3.0,8.0,9.0,5.0,5.0,7.0,8.0,10.0,13.0,22.0,17.0,22.0,22.0,25.0,28.0,33.0,32.0,40.0,38.0,32.0,37.0,37.0,28.0,22.0,20.0,16.0,17.0,19.0,21.0,29.0,24.0,27.0,21.0,18.0,18.0,22.0,17.0,28.0,
일요일,1,159,동묘앞,하선,6.0,9.0,9.0,6.0,9.0,9.0,12.0,15.0,26.0,35.0,33.0,34.0,38.0,38.0,52.0,40.0,51.0,59.0,49.0,46.0,45.0,32.0,36.0,22.0,23.0,17.0,12.0,19.0,17.0,19.0,15.0,14.0,9.0,8.0,7.0,8.0,5.0,0.0,
일요일,2,201,시청,내선,14.0,15.0,11.0,7.0,8.0,11.0,14.0,19.0,24.0,34.0,34.0,39.0,39.0,45.0,52.0,46.0,51.0,54.0,45.0,51.0,45.0,38.0,49.0,31.0,28.0,20.0,23.0,29.0,28.0,39.0,40.0,40.0,33.0,38.0,33.0,54.0,23.0,,
일요일,2,201,시청,외선,4.0,8.0,6.0,5.0,5.0,8.0,9.0,10.0,18.0,29.0,30.0,38.0,44.0,35.0,52.0,46.0,47.0,61.0,54.0,51.0,68.0,47.0,52.0,38.0,32.0,32.0,30.0,40.0,35.0,52.0,56.0,43.0,35.0,30.0,33.0,39.0,23.0,0.0,
일요일,2,202,을지로입구,내선,10.0,13.0,10.0,7.0,8.0,9.0,12.0,16.0,19.0,27.0,30.0,35.0,35.0,42.0,48.0,43.0,50.0,54.0,45.0,54.0,45.0,40.0,51.0,32.0,30.0,22.0,25.0,31.0,31.0,46.0,46.0,43.0,35.0,38.0,40.0,55.0,28.0,0.0,
일요일,2,202,을지로입구,외선,4.0,8.0,6.0,5.0,6.0,9.0,9.0,12.0,19.0,28.0,30.0,36.0,43.0,33.0,49.0,43.0,45.0,57.0,50.0,49.0,63.0,42.0,49.0,34.0,30.0,30.0,27.0,38.0,33.0,50.0,54.0,41.0,32.0,29.0,31.0,38.0,21.0,0.0,
일요일,2,203,을지로3가,내선,10.0,12.0,9.0,7.0,8.0,9.0,10.0,13.0,18.0,25.0,29.0,30.0,38.0,41.0,45.0,43.0,49.0,50.0,46.0,53.0,45.0,39.0,50.0,32.0,29.0,22.0,25.0,31.0,30.0,45.0,46.0,40.0,37.0,38.0,39.0,54.0,28.0,,
일요일,2,203,을지로3가,외선,5.0,9.0,7.0,6.0,7.0,10.0,11.0,16.0,24.0,32.0,35.0,42.0,43.0,35.0,51.0,46.0,47.0,57.0,50.0,47.0,62.0,41.0,45.0,33.0,29.0,28.0,25.0,32.0,30.0,44.0,41.0,36.0,28.0,24.0,27.0,30.0,17.0,0.0,
일요일,2,204,을지로4가,내선,10.0,12.0,9.0,7.0,7.0,9.0,10.0,13.0,18.0,25.0,29.0,30.0,39.0,40.0,46.0,44.0,49.0,51.0,49.0,51.0,46.0,41.0,52.0,32.0,30.0,22.0,26.0,31.0,30.0,45.0,46.0,41.0,37.0,38.0,39.0,54.0,27.0,,
일요일,2,204,을지로4가,외선,5.0,11.0,7.0,7.0,7.0,10.0,12.0,16.0,24.0,32.0,36.0,41.0,42.0,38.0,46.0,44.0,47.0,53.0,47.0,49.0,55.0,38.0,42.0,31.0,26.0,26.0,25.0,30.0,29.0,41.0,40.0,35.0,27.0,24.0,24.0,29.0,17.0,0.0,
일요일,2,205,동대문역사문화공원,내선,10.0,13.0,10.0,7.0,8.0,11.0,12.0,17.0,23.0,30.0,34.0,38.0,48.0,45.0,55.0,49.0,55.0,60.0,58.0,51.0,60.0,43.0,58.0,36.0,32.0,24.0,27.0,31.0,31.0,41.0,44.0,41.0,35.0,36.0,37.0,46.0,36.0,,
일요일,2,205,동대문역사문화공원,외선,7.0,8.0,9.0,7.0,8.0,11.0,12.0,18.0,24.0,33.0,37.0,41.0,43.0,40.0,48.0,46.0,50.0,56.0,49.0,51.0,56.0,39.0,44.0,32.0,27.0,27.0,25.0,31.0,29.0,42.0,41.0,36.0,28.0,24.0,24.0,30.0,16.0,0.0,
일요일,2,206,신당,내선,8.0,16.0,11.0,7.0,8.0,11.0,12.0,17.0,24.0,32.0,34.0,41.0,47.0,44.0,57.0,53.0,55.0,61.0,61.0,54.0,63.0,45.0,59.0,36.0,32.0,24.0,26.0,31.0,29.0,40.0,41.0,40.0,32.0,33.0,36.0,41.0,32.0,,
일요일,2,206,신당,외선,7.0,9.0,9.0,7.0,8.0,11.0,12.0,19.0,25.0,34.0,37.0,44.0,45.0,42.0,51.0,52.0,54.0,61.0,51.0,57.0,60.0,45.0,47.0,38.0,31.0,30.0,30.0,37.0,37.0,51.0,49.0,44.0,31.0,30.0,28.0,34.0,17.0,0.0,
일요일,2,207,상왕십리,내선,9.0,16.0,11.0,7.0,8.0,11.0,13.0,17.0,24.0,32.0,34.0,42.0,48.0,42.0,59.0,56.0,56.0,60.0,62.0,54.0,63.0,45.0,58.0,35.0,32.0,24.0,25.0,30.0,28.0,39.0,38.0,37.0,30.0,32.0,33.0,38.0,31.0,,
일요일,2,207,상왕십리,외선,7.0,8.0,9.0,7.0,7.0,10.0,12.0,18.0,24.0,33.0,36.0,42.0,44.0,41.0,51.0,51.0,53.0,60.0,51.0,57.0,60.0,45.0,47.0,39.0,30.0,30.0,32.0,37.0,39.0,54.0,51.0,47.0,34.0,33.0,30.0,38.0,20.0,0.0,
일요일,2,208,왕십리,내선,7.0,12.0,9.0,6.0,7.0,9.0,11.0,13.0,20.0,27.0,29.0,36.0,40.0,38.0,52.0,47.0,44.0,53.0,53.0,42.0,55.0,37.0,45.0,30.0,25.0,20.0,18.0,22.0,21.0,26.0,27.0,24.0,21.0,21.0,22.0,22.0,21.0,,
일요일,2,208,왕십리,외선,5.0,9.0,7.0,7.0,7.0,11.0,11.0,17.0,22.0,32.0,35.0,42.0,43.0,42.0,48.0,48.0,54.0,56.0,50.0,62.0,55.0,43.0,47.0,39.0,30.0,30.0,33.0,37.0,39.0,55.0,53.0,47.0,35.0,34.0,31.0,36.0,19.0,0.0,
일요일,2,209,한양대,내선,7.0,12.0,9.0,6.0,5.0,7.0,10.0,13.0,19.0,27.0,28.0,39.0,39.0,33.0,49.0,47.0,42.0,51.0,51.0,45.0,51.0,36.0,45.0,30.0,24.0,21.0,20.0,22.0,21.0,25.0,27.0,24.0,22.0,20.0,21.0,22.0,21.0,,
일요일,2,209,한양대,외선,3.0,7.0,6.0,6.0,5.0,7.0,8.0,13.0,16.0,23.0,25.0,34.0,30.0,31.0,33.0,36.0,40.0,41.0,38.0,57.0,45.0,36.0,40.0,33.0,26.0,25.0,31.0,33.0,34.0,48.0,47.0,41.0,31.0,31.0,28.0,30.0,17.0,0.0,
일요일,2,210,뚝섬,내선,7.0,11.0,9.0,6.0,5.0,7.0,8.0,11.0,18.0,23.0,26.0,38.0,34.0,30.0,46.0,43.0,40.0,49.0,49.0,42.0,50.0,38.0,43.0,32.0,25.0,22.0,21.0,24.0,24.0,29.0,29.0,27.0,23.0,21.0,23.0,26.0,17.0,,
일요일,2,210,뚝섬,외선,3.0,7.0,6.0,5.0,5.0,9.0,9.0,12.0,16.0,23.0,25.0,28.0,30.0,33.0,33.0,36.0,40.0,41.0,38.0,49.0,46.0,35.0,39.0,34.0,25.0,25.0,25.0,31.0,34.0,48.0,47.0,41.0,31.0,29.0,27.0,29.0,19.0,0.0,
일요일,2,211,성수,내선,4.0,9.0,7.0,6.0,5.0,7.0,8.0,10.0,16.0,23.0,20.0,31.0,34.0,23.0,40.0,40.0,33.0,44.0,38.0,38.0,51.0,38.0,36.0,30.0,27.0,24.0,26.0,31.0,28.0,38.0,36.0,31.0,27.0,26.0,27.0,30.0,48.0,,
일요일,2,211,성수,외선,3.0,7.0,6.0,5.0,5.0,9.0,10.0,13.0,16.0,25.0,26.0,29.0,32.0,34.0,35.0,37.0,41.0,41.0,39.0,47.0,45.0,34.0,38.0,32.0,24.0,23.0,23.0,27.0,30.0,42.0,44.0,36.0,28.0,27.0,26.0,28.0,19.0,0.0,
일요일,2,212,건대입구,내선,6.0,12.0,9.0,7.0,6.0,8.0,10.0,13.0,19.0,27.0,22.0,34.0,38.0,25.0,40.0,43.0,36.0,44.0,38.0,37.0,46.0,38.0,34.0,26.0,24.0,21.0,22.0,27.0,25.0,31.0,32.0,28.0,24.0,23.0,23.0,29.0,37.0,,
일요일,2,212,건대입구,외선,12.0,12.0,7.0,7.0,7.0,10.0,10.0,14.0,14.0,30.0,33.0,36.0,39.0,43.0,41.0,43.0,51.0,46.0,45.0,53.0,44.0,33.0,50.0,32.0,27.0,18.0,21.0,26.0,25.0,31.0,38.0,34.0,25.0,26.0,17.0,25.0,9.0,0.0,
일요일,2,213,구의,내선,5.0,13.0,9.0,7.0,7.0,9.0,11.0,13.0,21.0,28.0,24.0,35.0,38.0,27.0,40.0,43.0,36.0,44.0,38.0,36.0,45.0,36.0,33.0,24.0,22.0,20.0,20.0,25.0,25.0,28.0,29.0,27.0,20.0,22.0,20.0,24.0,29.0,,
일요일,2,213,구의,외선,9.0,11.0,6.0,6.0,6.0,9.0,9.0,11.0,14.0,27.0,28.0,31.0,34.0,38.0,38.0,38.0,45.0,41.0,39.0,49.0,42.0,33.0,49.0,34.0,29.0,20.0,23.0,28.0,28.0,35.0,45.0,37.0,28.0,26.0,16.0,21.0,8.0,0.0,
일요일,2,214,강변,내선,5.0,11.0,9.0,7.0,6.0,9.0,11.0,14.0,23.0,29.0,25.0,38.0,39.0,27.0,41.0,44.0,36.0,43.0,35.0,33.0,41.0,34.0,32.0,22.0,21.0,18.0,18.0,23.0,23.0,25.0,28.0,26.0,19.0,21.0,19.0,22.0,25.0,,
일요일,2,214,강변,외선,6.0,9.0,5.0,5.0,5.0,7.0,8.0,10.0,12.0,24.0,25.0,28.0,32.0,35.0,34.0,36.0,44.0,39.0,39.0,47.0,40.0,33.0,47.0,35.0,26.0,22.0,25.0,29.0,29.0,36.0,46.0,38.0,29.0,26.0,17.0,21.0,8.0,0.0,
일요일,2,215,잠실나루,내선,5.0,11.0,7.0,7.0,6.0,9.0,12.0,14.0,23.0,29.0,26.0,38.0,40.0,27.0,44.0,43.0,36.0,46.0,34.0,34.0,45.0,32.0,33.0,21.0,21.0,18.0,18.0,24.0,22.0,25.0,28.0,24.0,18.0,20.0,18.0,21.0,21.0,,
일요일,2,215,잠실나루,외선,7.0,9.0,6.0,6.0,5.0,7.0,7.0,9.0,11.0,22.0,24.0,24.0,30.0,32.0,32.0,35.0,44.0,39.0,39.0,47.0,41.0,34.0,47.0,36.0,25.0,22.0,25.0,27.0,28.0,39.0,44.0,38.0,29.0,22.0,20.0,20.0,9.0,0.0,
일요일,2,216,잠실,내선,8.0,12.0,7.0,7.0,7.0,9.0,12.0,16.0,21.0,30.0,25.0,36.0,40.0,28.0,45.0,43.0,37.0,44.0,35.0,34.0,44.0,35.0,35.0,23.0,22.0,20.0,21.0,26.0,26.0,32.0,38.0,31.0,25.0,25.0,19.0,17.0,13.0,,
일요일,2,216,잠실,외선,7.0,9.0,6.0,5.0,5.0,7.0,7.0,8.0,11.0,22.0,22.0,24.0,30.0,31.0,33.0,33.0,42.0,39.0,39.0,49.0,40.0,36.0,45.0,39.0,24.0,23.0,24.0,28.0,26.0,42.0,44.0,38.0,29.0,22.0,20.0,21.0,9.0,0.0,
일요일,2,217,잠실새내,내선,9.0,12.0,9.0,7.0,7.0,9.0,13.0,17.0,21.0,30.0,25.0,36.0,39.0,28.0,43.0,42.0,40.0,43.0,34.0,32.0,41.0,30.0,33.0,22.0,21.0,19.0,20.0,24.0,25.0,31.0,37.0,31.0,24.0,25.0,19.0,18.0,11.0,,
일요일,2,217,잠실새내,외선,5.0,11.0,9.0,7.0,5.0,8.0,8.0,10.0,14.0,25.0,28.0,26.0,35.0,34.0,37.0,37.0,49.0,43.0,42.0,49.0,42.0,38.0,48.0,43.0,24.0,22.0,22.0,25.0,25.0,38.0,35.0,31.0,27.0,21.0,19.0,20.0,12.0,0.0,
일요일,2,218,종합운동장,내선,9.0,11.0,7.0,7.0,7.0,9.0,12.0,17.0,21.0,32.0,24.0,36.0,36.0,25.0,35.0,31.0,36.0,39.0,32.0,29.0,38.0,28.0,33.0,26.0,21.0,18.0,20.0,24.0,29.0,35.0,41.0,33.0,32.0,24.0,19.0,18.0,9.0,,
일요일,2,218,종합운동장,외선,4.0,9.0,9.0,6.0,5.0,7.0,8.0,10.0,14.0,24.0,26.0,26.0,34.0,33.0,35.0,36.0,46.0,43.0,41.0,49.0,42.0,38.0,49.0,44.0,25.0,22.0,22.0,26.0,25.0,35.0,33.0,33.0,25.0,20.0,19.0,18.0,12.0,0.0,
일요일,2,219,삼성,내선,7.0,11.0,7.0,6.0,5.0,8.0,10.0,15.0,18.0,25.0,19.0,29.0,29.0,25.0,32.0,31.0,37.0,40.0,35.0,33.0,41.0,34.0,40.0,31.0,26.0,23.0,25.0,30.0,31.0,46.0,51.0,38.0,38.0,30.0,21.0,20.0,13.0,0.0,
일요일,2,219,삼성,외선,5.0,9.0,9.0,7.0,5.0,7.0,8.0,10.0,14.0,25.0,26.0,26.0,39.0,34.0,41.0,44.0,50.0,44.0,45.0,50.0,42.0,41.0,45.0,35.0,22.0,22.0,22.0,25.0,21.0,30.0,32.0,29.0,19.0,20.0,17.0,21.0,13.0,0.0,
일요일,2,220,선릉,내선,9.0,12.0,9.0,7.0,7.0,9.0,10.0,17.0,19.0,30.0,22.0,32.0,35.0,30.0,35.0,37.0,42.0,46.0,43.0,38.0,45.0,41.0,43.0,35.0,31.0,28.0,28.0,35.0,34.0,52.0,55.0,45.0,42.0,37.0,28.0,25.0,16.0,,
일요일,2,220,선릉,외선,9.0,12.0,11.0,7.0,8.0,11.0,12.0,15.0,19.0,37.0,36.0,36.0,51.0,41.0,49.0,48.0,56.0,49.0,47.0,50.0,41.0,39.0,41.0,31.0,19.0,19.0,19.0,21.0,18.0,24.0,24.0,23.0,16.0,16.0,14.0,18.0,11.0,0.0,
일요일,2,221,역삼,내선,10.0,12.0,10.0,7.0,7.0,8.0,10.0,16.0,19.0,29.0,21.0,32.0,35.0,31.0,34.0,37.0,45.0,46.0,45.0,42.0,47.0,42.0,45.0,36.0,32.0,29.0,30.0,37.0,35.0,55.0,56.0,48.0,42.0,39.0,30.0,28.0,21.0,,
일요일,2,221,역삼,외선,15.0,15.0,13.0,9.0,10.0,12.0,17.0,18.0,26.0,44.0,39.0,45.0,58.0,47.0,51.0,58.0,62.0,56.0,55.0,53.0,47.0,42.0,44.0,34.0,21.0,21.0,22.0,24.0,21.0,29.0,29.0,28.0,20.0,18.0,19.0,22.0,13.0,0.0,
일요일,2,222,강남,내선,15.0,12.0,11.0,7.0,8.0,9.0,10.0,17.0,19.0,30.0,22.0,34.0,36.0,31.0,34.0,38.0,44.0,47.0,46.0,43.0,49.0,47.0,45.0,36.0,32.0,31.0,30.0,40.0,38.0,56.0,62.0,55.0,47.0,48.0,39.0,36.0,27.0,,
일요일,2,222,강남,외선,16.0,16.0,15.0,10.0,11.0,13.0,19.0,19.0,29.0,48.0,43.0,48.0,62.0,48.0,54.0,60.0,65.0,57.0,57.0,53.0,47.0,42.0,45.0,33.0,21.0,21.0,21.0,25.0,21.0,29.0,31.0,28.0,20.0,18.0,19.0,24.0,15.0,0.0,
일요일,2,223,교대,내선,14.0,13.0,11.0,7.0,8.0,9.0,10.0,19.0,23.0,30.0,26.0,29.0,43.0,33.0,32.0,41.0,46.0,46.0,50.0,45.0,45.0,50.0,47.0,36.0,33.0,33.0,32.0,42.0,42.0,60.0,67.0,62.0,51.0,51.0,43.0,41.0,29.0,,
일요일,2,223,교대,외선,17.0,17.0,17.0,12.0,12.0,15.0,23.0,27.0,32.0,52.0,47.0,51.0,65.0,51.0,57.0,63.0,71.0,60.0,64.0,50.0,51.0,47.0,48.0,35.0,24.0,22.0,24.0,27.0,23.0,29.0,31.0,27.0,19.0,16.0,19.0,20.0,15.0,0.0,
일요일,2,224,서초,내선,14.0,13.0,11.0,6.0,6.0,8.0,9.0,14.0,18.0,28.0,25.0,25.0,36.0,31.0,32.0,42.0,49.0,43.0,49.0,46.0,45.0,51.0,45.0,36.0,34.0,33.0,33.0,44.0,45.0,61.0,69.0,64.0,52.0,52.0,48.0,41.0,29.0,,
일요일,2,224,서초,외선,18.0,23.0,20.0,15.0,14.0,19.0,26.0,31.0,36.0,58.0,51.0,55.0,75.0,51.0,60.0,67.0,71.0,64.0,65.0,54.0,47.0,52.0,48.0,34.0,24.0,22.0,24.0,27.0,23.0,30.0,29.0,26.0,20.0,15.0,20.0,18.0,17.0,0.0,
일요일,2,225,방배,내선,15.0,15.0,11.0,7.0,6.0,7.0,9.0,14.0,18.0,28.0,25.0,25.0,38.0,32.0,32.0,43.0,50.0,44.0,49.0,46.0,46.0,52.0,49.0,36.0,33.0,32.0,34.0,44.0,43.0,62.0,67.0,64.0,53.0,52.0,49.0,41.0,33.0,,
일요일,2,225,방배,외선,18.0,24.0,21.0,16.0,16.0,20.0,25.0,32.0,41.0,61.0,49.0,55.0,70.0,51.0,59.0,63.0,63.0,63.0,64.0,53.0,46.0,47.0,49.0,31.0,23.0,23.0,21.0,25.0,20.0,28.0,27.0,23.0,18.0,13.0,20.0,18.0,17.0,0.0,
일요일,2,226,사당,내선,12.0,16.0,10.0,6.0,5.0,7.0,9.0,11.0,17.0,28.0,26.0,24.0,38.0,31.0,30.0,42.0,50.0,44.0,51.0,47.0,46.0,54.0,52.0,38.0,35.0,34.0,40.0,45.0,47.0,62.0,68.0,67.0,52.0,58.0,50.0,45.0,37.0,,
일요일,2,226,사당,외선,19.0,23.0,22.0,15.0,16.0,20.0,26.0,34.0,45.0,62.0,51.0,56.0,73.0,50.0,57.0,68.0,59.0,59.0,66.0,49.0,49.0,47.0,49.0,31.0,23.0,23.0,22.0,23.0,21.0,29.0,27.0,23.0,19.0,15.0,19.0,18.0,21.0,0.0,
일요일,2,227,낙성대,내선,13.0,16.0,11.0,6.0,6.0,7.0,9.0,11.0,16.0,27.0,25.0,25.0,36.0,31.0,30.0,42.0,50.0,43.0,50.0,46.0,44.0,52.0,50.0,35.0,32.0,32.0,39.0,41.0,43.0,56.0,62.0,62.0,48.0,51.0,44.0,46.0,29.0,,
일요일,2,227,낙성대,외선,21.0,24.0,24.0,17.0,17.0,21.0,27.0,37.0,48.0,68.0,49.0,58.0,70.0,51.0,57.0,69.0,58.0,60.0,62.0,49.0,46.0,48.0,47.0,28.0,24.0,24.0,21.0,24.0,22.0,30.0,27.0,23.0,19.0,17.0,20.0,20.0,25.0,0.0,
일요일,2,228,서울대입구,내선,9.0,16.0,10.0,6.0,5.0,7.0,9.0,11.0,16.0,27.0,25.0,25.0,34.0,31.0,29.0,41.0,45.0,40.0,49.0,43.0,38.0,49.0,45.0,30.0,30.0,27.0,34.0,36.0,38.0,50.0,54.0,55.0,42.0,44.0,40.0,39.0,28.0,0.0,
일요일,2,228,서울대입구,외선,19.0,24.0,23.0,16.0,16.0,23.0,25.0,37.0,45.0,66.0,47.0,55.0,65.0,48.0,52.0,63.0,53.0,54.0,58.0,45.0,44.0,46.0,44.0,27.0,23.0,23.0,21.0,22.0,23.0,31.0,28.0,24.0,20.0,18.0,22.0,21.0,31.0,0.0,
일요일,2,229,봉천,내선,10.0,16.0,10.0,6.0,5.0,8.0,10.0,13.0,17.0,27.0,26.0,26.0,36.0,31.0,30.0,42.0,46.0,41.0,50.0,41.0,41.0,48.0,44.0,29.0,29.0,25.0,32.0,34.0,36.0,46.0,47.0,52.0,40.0,38.0,41.0,37.0,25.0,,
일요일,2,229,봉천,외선,19.0,23.0,21.0,15.0,14.0,20.0,23.0,32.0,40.0,59.0,43.0,48.0,58.0,42.0,46.0,56.0,47.0,50.0,53.0,41.0,40.0,41.0,42.0,26.0,23.0,22.0,20.0,22.0,24.0,29.0,29.0,26.0,18.0,19.0,22.0,21.0,27.0,0.0,
일요일,2,230,신림,내선,14.0,17.0,10.0,7.0,6.0,9.0,11.0,14.0,18.0,29.0,28.0,29.0,39.0,33.0,34.0,46.0,46.0,43.0,50.0,41.0,37.0,46.0,40.0,28.0,24.0,21.0,26.0,29.0,29.0,39.0,37.0,41.0,32.0,30.0,33.0,28.0,17.0,,
일요일,2,230,신림,외선,18.0,21.0,20.0,14.0,13.0,19.0,21.0,30.0,39.0,54.0,38.0,46.0,52.0,41.0,45.0,51.0,46.0,49.0,50.0,39.0,41.0,41.0,43.0,25.0,24.0,22.0,22.0,22.0,25.0,30.0,31.0,27.0,20.0,21.0,23.0,24.0,31.0,0.0,
일요일,2,231,신대방,내선,17.0,19.0,10.0,7.0,7.0,10.0,12.0,16.0,21.0,32.0,31.0,31.0,42.0,38.0,38.0,48.0,49.0,46.0,51.0,42.0,38.0,43.0,41.0,27.0,24.0,20.0,25.0,29.0,27.0,36.0,35.0,36.0,27.0,29.0,30.0,24.0,17.0,,
일요일,2,231,신대방,외선,14.0,17.0,17.0,11.0,10.0,16.0,17.0,22.0,31.0,47.0,33.0,39.0,43.0,33.0,38.0,43.0,40.0,41.0,45.0,36.0,38.0,38.0,42.0,24.0,24.0,22.0,22.0,25.0,27.0,32.0,36.0,31.0,23.0,24.0,28.0,29.0,45.0,0.0,
